Refseq accn,Genbank accn,Organism name,TaxID
PRJNA46655,PRJNA42729,Escherichia coli O55:H7 str. CB9615,701177
PRJNA46657,PRJNA29431,Denitrovibrio acetiphilus DSM 12809,522772
PRJNA46661,PRJNA28827,Meiothermus ruber DSM 1279,504728
PRJNA46663,PRJNA19713,Stackebrandtia nassauensis DSM 44728,446470
PRJNA46679,PRJEA16096,Mycoplasma agalactiae 5632,347258
PRJNA46801,PRJNA33161,Sideroxydans lithotrophicus ES-1,580332
PRJNA46803,PRJNA36589,Nitrosococcus halophilus Nc 4,472759
PRJNA46807,PRJNA43085,Pantoea ananatis LMG 20103,706191
PRJNA46839,PRJNA46805,Erwinia amylovora CFBP1430,665029
PRJNA46841,PRJNA29065,Candidatus Riesia pediculicola USDA,515618
PRJNA46845,PRJNA12524,Haloferax volcanii DS2,309800
PRJNA46943,PRJEA43757,Erwinia amylovora ATCC 49946,716540
PRJNA46947,PRJNA46701,Mycoplasma alligatoris A21JP2,747682
PRJNA46971,PRJNA34643,Staphylococcus epidermidis M23864:W2(grey),525375
PRJNA46973,PRJNA42769,Bacteroides ovatus SD CMC 3f,702443
PRJNA46977,PRJNA42765,Turicibacter sanguinis PC909,702450
PRJNA46979,PRJNA42757,Enterococcus faecium PC4.1,791161
PRJNA46981,PRJNA40665,Lactobacillus crispatus 214-1,679188
PRJNA46983,PRJNA42527,Enterococcus faecalis R712,699186
PRJNA46987,PRJNA42525,Enterococcus faecalis S613,699185
PRJNA46989,PRJNA41903,Aggregatibacter actinomycetemcomitans D7S-1,694569
PRJNA46991,PRJNA40087,Serratia odorifera DSM 4582,667129
PRJNA46993,PRJNA36329,Neisseria gonorrhoeae F62,528351
PRJNA46995,PRJNA41103,Erysipelotrichaceae bacterium 5_2_54FAA,552396
PRJNA46997,PRJNA39917,Escherichia coli FVEC1412,656380
PRJNA46999,PRJNA38917,Escherichia coli B354,550677
PRJNA47001,PRJNA38915,Escherichia coli B185,550676
PRJNA47003,PRJNA38905,Escherichia coli B088,550672
PRJNA47005,PRJNA39527,Staphylococcus aureus subsp. aureus 58-424,585144
PRJNA47007,PRJNA39525,Staphylococcus aureus subsp. aureus M809,585157
PRJNA47009,PRJNA39237,Staphylococcus aureus subsp. aureus M1015,585156
PRJNA47011,PRJNA38013,Enterococcus faecium E1039,645663
PRJNA47013,PRJNA29921,Enterococcus faecium E1162,535206
PRJNA47015,PRJNA29887,Enterococcus faecium E1071,535205
PRJNA47017,PRJNA29607,Enterococcus faecium E980,529885
PRJNA47029,PRJNA46343,Achromobacter piechaudii ATCC 43553,742159
PRJNA47031,PRJNA41947,Acinetobacter sp. SH024,575565
PRJNA47075,PRJNA37785,Candidatus Sulcia muelleri DMIN,641892
PRJNA47077,PRJDA19949,Sphingobium japonicum UT26S,452662
PRJNA47079,PRJNA33365,Coraliomargarita akajimensis DSM 45221,583355
PRJNA47081,PRJNA28081,Candidatus Puniceispirillum marinum IMCC1322,488538
PRJNA47083,PRJNA32587,Aminobacterium colombiense DSM 12261,572547
PRJNA47085,PRJDA34739,Shewanella violacea DSS12,637905
PRJNA47087,PRJNA29021,Mycoplasma crocodyli MP145,512564
PRJNA47255,PRJNA38733,Streptococcus oralis ATCC 35037,655813
PRJNA47313,PRJNA30711,Methanohalophilus mahii DSM 5219,547558
PRJNA47317,PRJNA36547,Yersinia pestis Z176003,637386
PRJNA47323,PRJNA48827,Salinibacter ruber M8,761659
PRJNA47345,PRJNA30403,Enterococcus faecium E1636,544875
PRJNA47347,PRJNA30569,Enterococcus faecium E1679,546340
PRJNA47349,PRJNA30675,Enterococcus faecium U0317,547468
PRJNA47351,PRJNA18837,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,427081
PRJNA47353,PRJNA38051,Streptomyces sp. e14,645465
PRJNA47355,PRJNA28661,Edwardsiella tarda ATCC 23685,500638
PRJNA47357,PRJNA62,Ruminococcus albus 8,246199
PRJNA47359,PRJNA42771,Bacteroides xylanisolvens SD CC 2a,702444
PRJNA47361,PRJNA43187,Acinetobacter haemolyticus ATCC 19194,707232
PRJNA47489,PRJNA39767,Mycobacterium tuberculosis KZN R506,663886
PRJNA47491,PRJNA39765,Mycobacterium tuberculosis KZN V2475,663887
PRJNA47493,PRJNA39761,Mycobacterium tuberculosis KZN 4207,478433
PRJNA47495,PRJNA18835,Xanthomonas fuscans subsp. aurantifolii str. ICPB 10535,427082
PRJNA47497,PRJNA30471,Neisseria elongata subsp. glycolytica ATCC 29315,546263
PRJNA47499,PRJNA33071,Acinetobacter baumannii 6013150,525243
PRJNA47501,PRJNA33017,Acinetobacter baumannii 6013113,592014
PRJNA47503,PRJNA33073,Acinetobacter baumannii 6014059,525242
PRJNA47507,PRJNA10619,Prevotella ruminicola 23,264731
PRJNA47509,PRJNA55,Rhodobacter capsulatus SB 1003,272942
PRJNA47771,PRJNA42763,Bacteroides vulgatus PC510,702446
PRJNA47777,PRJNA42751,Enterococcus faecalis PC1.1,791166
PRJNA47783,PRJNA32469,Fusobacterium periodonticum 1_1_41FAA,469621
PRJNA47801,PRJNA42549,Parascardovia denticolens F0305,641144
PRJNA47807,PRJNA41981,Simonsiella muelleri ATCC 29453,641147
PRJNA47829,PRJNA41979,Scardovia inopinata F0304,641146
PRJNA47835,PRJNA41977,Veillonella sp. 6_1_27,450749
PRJNA47845,PRJNA41975,Veillonella sp. 3_1_44,457416
PRJNA47865,PRJNA42773,Bacteroides xylanisolvens SD CC 1b,702447
PRJNA47867,PRJNA42475,Streptomyces clavuligerus ATCC 27064,443255
PRJNA47899,PRJNA43713,Staphylococcus aureus A9754,553590
PRJNA47901,PRJNA36511,Brucella sp. NVSL 07-0026,520448
PRJNA48071,PRJNA31005,Propionibacterium acnes SK137,553199
PRJNA48073,PRJNA38641,Zunongwangia profunda SM-A87,655815
PRJNA48125,PRJNA34583,Brevibacterium mcbrellneri ATCC 49030,585530
PRJNA48129,PRJNA40781,Geobacillus thermoglucosidasius C56-YS93,634956
PRJNA48131,PRJNA40221,Dehalogenimonas lykanthroporepellens BL-DC-9,552811
PRJNA48133,PRJNA43719,Staphylococcus aureus A8819,553580
PRJNA48293,PRJNA34615,Lactobacillus amylolyticus DSM 11664,585524
PRJNA48295,PRJNA41351,Staphylococcus aureus subsp. aureus EMRSA16,585154
PRJNA48321,PRJNA32971,Nosema ceranae BRL01,578460
PRJNA48325,PRJNA28731,Paracoccidioides sp. 'lutzii' Pb01,502779
PRJNA48353,PRJNA38683,Ailuropoda melanoleuca,9646
PRJNA48359,PRJEA46813,Lactobacillus crispatus ST1,748671
PRJNA48361,PRJNA31345,Kyrpidia tusciae DSM 2912,562970
PRJNA48363,PRJNA45793,Enterobacter cloacae subsp. cloacae ATCC 13047,716541
PRJNA48371,PRJNA42425,Bacillus megaterium DSM 319,592022
PRJNA48389,PRJNA19861,Glycine max,3847
PRJNA48397,PRJNA38729,Aerococcus viridans ATCC 11563,655812
PRJNA48401,PRJNA40705,Staphylococcus aureus subsp. aureus MR1,680649
PRJNA48415,PRJNA28549,Streptomyces sp. SPB74,465543
PRJNA48589,PRJNA40837,Leuconostoc kimchii IMSNU 11154,762051
PRJNA48621,PRJNA31525,Rhodococcus equi ATCC 33707,525370
PRJNA48625,PRJNA30479,Neisseria polysaccharea ATCC 43768,546267
PRJNA48643,PRJNA29411,Planctomyces limnophilus DSM 3776,521674
PRJNA48801,PRJNA18743,Legionella pneumophila 2300/99 Alcoy,423212
PRJNA48803,PRJNA32611,Methanocaldococcus infernus ME,573063
PRJNA48809,PRJNA46869,Moraxella catarrhalis BBH18,1236608
PRJNA48811,PRJNA43711,Gluconacetobacter hansenii ATCC 23769,714995
PRJNA48813,PRJNA38319,Corynebacterium ammoniagenes DSM 20306,649754
PRJNA48815,PRJNA37659,Starkeya novella DSM 506,639283
PRJNA48817,PRJNA41177,Citromicrobium bathyomarinum JL354,685035
PRJNA48819,PRJNA29543,Brachyspira murdochii DSM 12563,526224
PRJNA48821,PRJNA19707,Cellulomonas flavigena DSM 20109,446466
PRJNA48823,PRJNA41467,Thermincola potens JR,635013
PRJNA48825,PRJNA33641,Thiomonas intermedia K12,75379
PRJNA48829,PRJNA29399,Tsukamurella paurometabola DSM 20162,521096
PRJNA48975,PRJNA40819,Burkholderia sp. Ch1-1,243261
PRJNA48977,PRJNA31521,Mycobacterium parascrofulaceum ATCC BAA-614,525368
PRJNA48985,PRJNA29495,Clostridium carboxidivorans P7,536227
PRJNA48993,PRJNA36571,Thermosphaera aggregans DSM 11486,633148
PRJNA48999,PRJNA20737,Thermobispora bispora DSM 43833,469371
PRJNA49001,PRJNA32593,Arcobacter nitrofigilis DSM 7299,572480
PRJNA49007,PRJNA28809,Pseudomonas aeruginosa PAb1,509633
PRJNA49017,PRJEA38847,Tuber melanosporum Mel28,656061
PRJNA49043,PRJNA31471,Fusobacterium nucleatum subsp. nucleatum ATCC 23726,525283
PRJNA49045,PRJNA43011,Bacillus subtilis subsp. spizizenii ATCC 6633,703612
PRJNA49049,PRJNA37711,Segniliparus rotundus DSM 44985,640132
PRJNA49051,PRJNA41499,Escherichia coli OP50,637912
PRJNA49117,PRJNA41511,Clostridium lentocellum DSM 5427,642492
PRJNA49121,PRJNA31441,Peptoclostridium difficile NAP08,525259
PRJNA49131,PRJNA47579,Bifidobacterium longum subsp. longum JDM301,759350
PRJNA49133,PRJNA13400,Xenorhabdus nematophila ATCC 19061,406817
PRJNA49135,PRJNA43631,Bacillus thuringiensis BMB171,714359
PRJNA49155,PRJNA31527,Roseomonas cervicalis ATCC 49957,525371
PRJNA49289,PRJNA30939,Arthroderma otae CBS 113480,554155
PRJNA49313,PRJNA48315,Streptococcus parasanguinis ATCC 15912,760570
PRJNA49315,PRJNA31439,Peptoclostridium difficile NAP07,525258
PRJNA49331,PRJNA48447,Rothia dentocariosa ATCC 17931,762948
PRJNA49423,PRJNA40893,Gardnerella vaginalis AMD,682147
PRJNA49425,PRJNA43715,Staphylococcus aureus A8796,553577
PRJNA49427,PRJNA36509,Brucella abortus bv. 5 str. B3196,520453
PRJNA49431,PRJNA48445,Staphylococcus aureus subsp. aureus ATCC 51811,762962
PRJNA49467,PRJNA41701,Geobacillus sp. C56-T3,691437
PRJNA49469,PRJNA39983,Methylotenera versatilis 301,666681
PRJNA49481,PRJNA33329,Thermoanaerobacter mathranii subsp. mathranii str. A3,583358
PRJNA49483,PRJNA19709,Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111,446468
PRJNA49485,PRJNA29551,Meiothermus silvanus DSM 9946,526227
PRJNA49487,PRJNA33629,Desulfurivibrio alkaliphilus AHT2,589865
PRJNA49489,PRJNA37925,Arcanobacterium haemolyticum DSM 20595,644284
PRJNA49513,PRJNA13376,[Bacillus] selenitireducens MLS10,439292
PRJNA49527,PRJNA37873,Syntrophothermus lipocalidus DSM 12680,643648
PRJNA49529,PRJNA20131,Methanococcus voltae A3,456320
PRJNA49531,PRJNA43761,Waddlia chondrophila WSU 86-1044,716544
PRJNA49533,PRJNA38371,Truepera radiovictrix DSM 17093,649638
PRJNA49535,PRJEA46291,Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1,754252
PRJNA49545,PRJNA41137,Arabidopsis lyrata subsp. lyrata,81972
PRJNA49661,PRJNA13570,Croceibacter atlanticus HTCC2559,216432
PRJNA49671,PRJNA27943,Ktedonobacter racemifer DSM 44963,485913
PRJNA49673,PRJNA40895,Gardnerella vaginalis 5-1,682148
PRJNA49677,PRJNA17665,Phytophthora infestans T30-4,403677
PRJNA49695,PRJNA31519,Mobiluncus curtisii ATCC 43063,548479
PRJNA49701,PRJNA42547,Neisseria sp. oral taxon 014 str. F0314,641149
PRJNA49703,PRJNA41957,Bacteroidetes oral taxon 274 str. F0058,575590
PRJNA49705,PRJNA41951,Bacteroides sp. 3_1_19,469592
PRJNA49707,PRJNA39915,Escherichia coli FVEC1302,656379
PRJNA49709,PRJNA38765,Bacteroides sp. 1_1_14,469585
PRJNA49721,PRJNA41953,Bacteroides sp. D22,585544
PRJNA49725,PRJNA30807,'Nostoc azollae' 0708,551115
PRJNA49735,PRJNA34659,Streptococcus pneumoniae TCH8431/19A,525381
PRJNA49857,PRJNA37945,Methanohalobium evestigatum Z-7303,644295
PRJNA49871,PRJNA43531,Pantoea vagans C9-1,712898
PRJNA49873,PRJEA41831,Helicobacter pylori B8,693745
PRJNA49903,PRJNA34603,Helicobacter pylori 35A,585535
PRJNA49953,PRJNA41663,Alicycliphilus denitrificans BC,596153
PRJNA49955,PRJNA47055,Afipia sp. 1NLS2,666684
PRJNA49957,PRJNA47903,Granulicella mallensis MP5ACTX8,682795
PRJNA49959,PRJNA42537,Prevotella oris C735,563008
PRJNA49961,PRJNA41969,Peptoniphilus sp. oral taxon 386 str. F0131,575609
PRJNA49963,PRJNA38771,Bacteroides sp. 3_1_23,457390
PRJNA49969,PRJNA40633,Arthrospira sp. PCC 8005,376219
PRJNA50011,PRJNA47053,Comamonas testosteroni S44,563045
PRJNA50013,PRJNA43687,Lysinibacillus fusiformis ZC1,714961
PRJNA50119,PRJNA46105,Acinetobacter oleivorans DR1,436717
PRJNA50305,PRJNA49517,Halalkalicoccus jeotgali B3,795797
PRJNA50325,PRJNA33261,Hyphomicrobium denitrificans ATCC 51888,582899
PRJNA50331,PRJNA40331,Nitrosococcus watsonii C-113,105559
PRJNA50375,PRJNA42505,Bacillus cereus SJ1,699184
PRJNA50385,PRJEA48123,Leuconostoc gasicomitatum LMG 18811,762550
PRJNA50427,PRJNA47945,Herbaspirillum seropedicae SmR1,757424
PRJNA50439,PRJNA13078,Selaginella moellendorffii,88036
PRJNA50441,PRJNA13109,Volvox carteri f. nagariensis,3068
PRJNA50539,PRJEA50683,Ralstonia solanacearum PSI07,859657
PRJNA50545,PRJEA50685,Ralstonia solanacearum CFBP2957,859656
PRJNA50547,PRJEA34781,Erwinia billingiae Eb661,634500
PRJNA50549,PRJNA47067,Prevotella bryantii B14,752555
PRJNA50551,PRJNA47621,Granulicella tundricola MP5ACTX9,1198114
PRJNA50553,PRJNA47019,Shewanella baltica OS678,693973
PRJNA50555,PRJNA39683,Corynebacterium resistens DSM 45100,662755
PRJNA50557,PRJNA42539,Rothia dentocariosa M567,563032
PRJNA50565,PRJNA46889,Amycolatopsis mediterranei U32,749927
PRJNA50571,PRJNA49619,Lactobacillus delbrueckii subsp. bulgaricus PB2003/044-T3-4,784613
PRJNA50573,PRJNA49437,Peptoniphilus sp. oral taxon 836 str. F0141,768724
PRJNA50575,PRJNA40713,Escherichia coli MS 107-1,679207
PRJNA50577,PRJNA40709,Escherichia coli MS 119-7,679206
PRJNA50583,PRJNA13492,Clostridium ljungdahlii DSM 13528,748727
PRJNA50585,PRJNA48979,Corynebacterium pseudotuberculosis FRC41,765874
PRJNA50609,PRJNA48097,Brachyspira pilosicoli 95/1000,759914
PRJNA50611,PRJEA49445,[Oscillatoria] sp. PCC 6506,272129
PRJNA50615,PRJNA36309,Bacillus cereus biovar anthracis str. CI,637380
PRJNA50623,PRJNA47219,Escherichia coli MS 84-1,749533
PRJNA50625,PRJNA47273,Escherichia coli MS 198-1,749549
PRJNA50627,PRJNA47227,Escherichia coli MS 115-1,749537
PRJNA50629,PRJNA47269,Escherichia coli MS 187-1,749547
PRJNA50631,PRJNA47205,Escherichia coli MS 21-1,749527
PRJNA50635,PRJNA47229,Escherichia coli MS 116-1,749538
PRJNA50639,PRJNA47263,Escherichia coli MS 175-1,749544
PRJNA50641,PRJNA47265,Escherichia coli MS 182-1,749545
PRJNA50643,PRJNA47207,Escherichia coli MS 45-1,749528
PRJNA50645,PRJNA47275,Escherichia coli MS 200-1,749550
PRJNA50653,PRJNA47213,Escherichia coli MS 69-1,749531
PRJNA50655,PRJNA47271,Escherichia coli MS 196-1,749548
PRJNA50657,PRJNA47267,Escherichia coli MS 185-1,749546
PRJNA50673,PRJNA28537,Lactobacillus casei str. Zhang,498216
PRJNA50675,PRJNA46635,delta proteobacterium NaphS2,88274
PRJNA50761,PRJNA49443,Lactobacillus salivarius ACS-116-V-Col5a,768728
PRJNA50763,PRJNA40707,Escherichia coli MS 124-1,679205
PRJNA50765,PRJNA38767,Parabacteroides sp. 20_3,469591
PRJNA50767,PRJNA40343,Pseudomonas syringae pv. tomato Max13,673198
PRJNA50769,PRJNA43427,Acinetobacter baumannii AB056,710094
PRJNA50771,PRJNA47217,Escherichia coli MS 78-1,749532
PRJNA50773,PRJNA43429,Acinetobacter baumannii AB058,710095
PRJNA50775,PRJNA43431,Acinetobacter baumannii AB059,710096
PRJNA50783,PRJNA39293,Chlamydia trachomatis L2tet1,658599
PRJNA50785,PRJNA39295,Chlamydia muridarum MopnTet14,658600
PRJNA50897,PRJNA47241,Escherichia coli MS 146-1,749540
PRJNA51153,PRJNA40341,Pseudomonas syringae pv. tomato K40,673189
PRJNA51175,PRJEA46433,Candidatus Nitrospira defluvii,330214
PRJNA51195,PRJNA40345,Pseudomonas syringae pv. tomato NCPPB 1108,673265
PRJNA51197,PRJNA40347,Pseudomonas syringae pv. syringae 642,673266
PRJNA51205,PRJNA43549,Lactobacillus iners AB-1,713605
PRJNA51263,PRJNA29511,Verticillium alfalfae VaMs.102,526221
PRJNA51367,PRJNA36641,Olsenella uli DSM 7084,633147
PRJNA51369,PRJNA32637,Spirochaeta smaragdinae DSM 11293,573413
PRJNA51371,PRJNA37955,Desulfarculus baarsii DSM 2075,644282
PRJNA51377,PRJNA31383,Prevotella melaninogenica ATCC 25845,553174
PRJNA51395,PRJNA39927,Acidilobus saccharovorans 345-15,666510
PRJNA51417,PRJNA49435,Finegoldia magna ACS-171-V-Col3,768713
PRJNA51419,PRJNA42097,[Clostridium] saccharolyticum WM1,610130
PRJNA51421,PRJNA30983,Thermosediminibacter oceani DSM 16646,555079
PRJNA51423,PRJNA32769,Acetohalobium arabaticum DSM 5501,574087
PRJNA51431,PRJNA30573,Arthroderma benhamiae CBS 112371,663331
PRJNA51485,PRJNA39693,Trichophyton verrucosum HKI 0517,663202
PRJNA51487,PRJNA32757,Schizophyllum commune H4-8,578458
PRJNA51489,PRJNA29153,Butyrivibrio proteoclasticus B316,515622
PRJNA51499,PRJNA16586,Nectria haematococca mpVI 77-13-4,660122
PRJNA51501,PRJNA40355,Caldicellulosiruptor obsidiansis OB47,608506
PRJNA51503,PRJNA32609,Clostridium cellulovorans 743B,573061
PRJNA51505,PRJNA32827,Gallionella capsiferriformans ES-2,395494
PRJNA51515,PRJNA15678,Micromonas pusilla CCMP1545,564608
PRJNA51523,PRJNA51079,Veillonella atypica ACS-134-V-Col7a,866778
PRJNA51525,PRJNA51075,Veillonella atypica ACS-049-V-Sch6,866776
PRJNA51527,PRJNA51071,Atopobium vaginae PB189-T1-4,866774
PRJNA51529,PRJNA51069,Finegoldia magna BVS033A4,866773
PRJNA51531,PRJNA51065,Prevotella disiens FB035-09AN,866771
PRJNA51533,PRJNA45843,Acetivibrio cellulolyticus CD2,509191
PRJNA51535,PRJNA43653,Methanothermococcus okinawensis IH1,647113
PRJNA51537,PRJNA43359,Desulfovibrio fructosivorans JJ,596151
PRJNA51539,PRJNA47297,Actinobacillus pleuropneumoniae serovar 6 str. Femo,754256
PRJNA51541,PRJNA49597,Actinobacillus pleuropneumoniae serovar 2 str. 4226,754254
PRJNA51543,PRJNA33845,Streptococcus pneumoniae BS455,595501
PRJNA51545,PRJNA41965,Burkholderiales bacterium 1_1_47,469610
PRJNA51547,PRJNA28513,Streptococcus pneumoniae SP-BS293,497963
PRJNA51549,PRJNA28511,Streptococcus pneumoniae SP14-BS292,497962
PRJNA51551,PRJNA29075,Streptococcus pneumoniae BS397,512767
PRJNA51553,PRJNA29067,Streptococcus pneumoniae BS457,512768
PRJNA51555,PRJNA29069,Streptococcus pneumoniae BS458,512769
PRJNA51569,PRJNA39253,Sordaria macrospora,5147
PRJNA51583,PRJNA9616,Coccidioides posadasii C735 delta SOWgp,222929
PRJNA51597,PRJNA42529,Desulfovibrio sp. 3_1_syn3,457398
PRJNA51607,PRJNA42703,Encephalitozoon intestinalis ATCC 50506,876142
PRJNA51609,PRJNA12912,Ostreococcus tauri,70448
PRJNA51635,PRJEA46849,gamma proteobacterium HdN1,83406
PRJNA51637,PRJNA40103,Methanothermobacter marburgensis str. Marburg,79929
PRJNA51639,PRJNA33165,Thermoanaerobacterium thermosaccharolyticum DSM 571,580327
PRJNA51641,PRJNA13509,Parvularcula bermudensis HTCC2503,314260
PRJNA51663,PRJNA38743,Actinomyces viscosus C505,562973
PRJNA51695,PRJNA51405,Mycoplasma hyorhinis HUB-1,872331
PRJNA51707,PRJNA50533,Staphylococcus aureus subsp. aureus ATCC BAA-39,862516
PRJNA51709,PRJNA50531,Prevotella marshii DSM 16973,862515
PRJNA51711,PRJNA50527,Pediococcus acidilactici DSM 20284,862514
PRJNA51713,PRJNA50525,Neisseria meningitidis ATCC 13091,862513
PRJNA51715,PRJNA34631,Mobiluncus curtisii subsp. curtisii ATCC 35241,585198
PRJNA51717,PRJNA46493,Ahrensia sp. R2A130,744979
PRJNA51719,PRJNA42823,Pantoea sp. aB,517433
PRJNA51721,PRJNA42255,Ruminococcus albus 7 = DSM 20455,697329
PRJNA51723,PRJNA49287,Paenibacillus curdlanolyticus YK9,717606
PRJNA51725,PRJNA50319,Shewanella baltica OS183,693971
PRJNA51727,PRJNA39723,Candidatus Regiella insecticola LSR1,663321
PRJNA51737,PRJNA50535,Selenomonas sp. oral taxon 149 str. 67H29BP,864563
PRJNA51739,PRJNA50529,Peptoniphilus duerdenii ATCC BAA-1640,862517
PRJNA51831,PRJNA50513,Campylobacter coli JV20,864566
PRJNA51875,PRJNA33361,Ignisphaera aggregans DSM 17230,583356
PRJNA51877,PRJNA13595,Maribacter sp. HTCC2170,313603
PRJNA51879,PRJNA38713,Bacillus subtilis subsp. spizizenii str. W23,655816
PRJNA51885,PRJNA31011,Corynebacterium matruchotii ATCC 14266,553207
PRJNA51925,PRJNA43605,Mycobacterium tuberculosis SUMu002,675513
PRJNA51927,PRJNA43603,Mycobacterium tuberculosis SUMu001,675512
PRJNA51931,PRJNA43607,Mycobacterium tuberculosis SUMu003,675514
PRJNA51933,PRJNA43609,Mycobacterium tuberculosis SUMu004,675515
PRJNA51935,PRJNA43611,Mycobacterium tuberculosis SUMu005,675516
PRJNA51937,PRJNA43613,Mycobacterium tuberculosis SUMu006,675517
PRJNA51939,PRJNA43615,Mycobacterium tuberculosis SUMu007,675518
PRJNA51941,PRJNA43617,Mycobacterium tuberculosis SUMu008,675519
PRJNA51943,PRJNA43619,Mycobacterium tuberculosis SUMu009,675520
PRJNA51945,PRJNA43621,Mycobacterium tuberculosis SUMu010,675521
PRJNA51947,PRJNA43623,Mycobacterium tuberculosis SUMu011,675522
PRJNA51949,PRJNA43625,Mycobacterium tuberculosis SUMu012,675523
PRJNA52343,PRJNA47121,Escherichia coli NC101,753642
PRJNA52345,PRJNA51375,Mobiluncus mulieris ATCC 35239,871571
PRJNA52347,PRJNA50511,[Eubacterium] yurii subsp. margaretiae ATCC 43715,864565
PRJNA52349,PRJNA51373,Bifidobacterium dentium ATCC 27679,871562
PRJNA52351,PRJNA50521,Streptococcus sp. oral taxon 071 str. 73H25AP,864570
PRJNA52353,PRJNA50517,Streptococcus pyogenes ATCC 10782,864568
PRJNA52355,PRJNA50515,Streptococcus mitis ATCC 6249,864567
PRJNA52357,PRJNA30645,Streptococcus gallolyticus subsp. gallolyticus TX20005,545774
PRJNA52359,PRJNA50519,Streptococcus equinus ATCC 700338,864569
PRJNA52361,PRJNA50523,Corynebacterium accolens ATCC 49726,862512
PRJNA52363,PRJNA41859,Brucella sp. NF 2653,693748
PRJNA52365,PRJNA41857,Brucella sp. BO2,693750
PRJNA52367,PRJNA41855,Brucella inopinata BO1,470735
PRJNA52453,PRJNA32641,Streptococcus pneumoniae AP200,574093
PRJNA52455,PRJEA50379,Listeria monocytogenes serotype 1/2b str. SLCC2755,863769
PRJNA52457,PRJEA50381,Listeria grayi DSM 20601,525367
PRJNA52459,PRJNA51243,Candidatus Zinderia insecticola CARI,871271
PRJNA52477,PRJNA39079,Escherichia coli TA143,656437
PRJNA52479,PRJNA39085,Escherichia coli TA206,656440
PRJNA52481,PRJNA39043,Escherichia coli M718,656419
PRJNA52483,PRJNA39039,Escherichia coli M605,656417
PRJNA52485,PRJNA39033,Escherichia coli H736,656414
PRJNA52521,PRJNA39091,Escherichia coli TA271,656443
PRJNA52523,PRJNA39093,Escherichia coli TA280,656444
PRJNA52525,PRJNA39021,Escherichia coli H591,656408
PRJNA52527,PRJNA38991,Escherichia coli H299,656393
PRJNA52533,PRJNA292,Streptococcus pneumoniae 670-6B,189423
PRJNA52535,PRJNA43087,Candidatus Sulcia muelleri CARI,706194
PRJNA52537,PRJNA30,Dickeya dadantii 3937,198628
PRJNA52547,PRJNA28535,Cyanothece sp. PCC 7822,497965
PRJNA52563,PRJNA34073,Peptostreptococcus stomatis DSM 17678,596315
PRJNA52565,PRJNA47291,Actinobacillus pleuropneumoniae serovar 1 str. 4074,228399
PRJNA52567,PRJNA47293,Actinobacillus pleuropneumoniae serovar 2 str. S1536,871925
PRJNA52569,PRJNA47295,Actinobacillus pleuropneumoniae serovar 4 str. M62,754255
PRJNA52571,PRJNA47301,Actinobacillus pleuropneumoniae serovar 9 str. CVJ13261,754258
PRJNA52573,PRJNA47303,Actinobacillus pleuropneumoniae serovar 10 str. D13039,754259
PRJNA52575,PRJNA47305,Actinobacillus pleuropneumoniae serovar 11 str. 56153,754260
PRJNA52577,PRJNA47307,Actinobacillus pleuropneumoniae serovar 12 str. 1096,754261
PRJNA52579,PRJNA47309,Actinobacillus pleuropneumoniae serovar 13 str. N273,754262
PRJNA52581,PRJNA42251,Thermoanaerobacter wiegelii Rt8.B1,697303
PRJNA52583,PRJNA47143,Enterococcus faecalis TX4248,749495
PRJNA52585,PRJNA47177,Enterococcus faecalis TX0855,749511
PRJNA52587,PRJNA47191,Enterococcus faecalis TX2134,749518
PRJNA52589,PRJNA47179,Enterococcus faecalis TX0860,749512
